nameseq,fickett_score-ORF,fickett_score-full-sequence
6_120281362_120282852,0.7114999999999999,0.39733
6_120283026_120283322,0.6653,0.43839
6_120283329_120283456,0.779,0.40443
6_120283461_120285246,0.5653,0.42276
6_120285295_120285378,0.797,0.36589
6_120285297_120285726,0.5163,0.33882
6_120285739_120295923,0.4221999999999999,0.3234599999999999
6_120295485_120302481,0.4795,0.3917199999999999
6_120298969_120331804,0.4517,0.28567
6_120315103_120322301,0.5056999999999999,0.28796
6_120326383_120327159,1.0504000000000002,0.46517
6_120328036_120339982,0.5115,0.3257
6_120332866_120337301,0.4229,0.31366
6_120341751_120348936,0.4548,0.31181
6_120349232_120352464,0.7086,0.38399
6_120350514_120356886,0.4790999999999999,0.3642
6_120353082_120372595,0.4095999999999999,0.28267
6_120364764_120368534,0.3818,0.32402
6_120368668_120384505,0.4594,0.28063
6_120372924_120373079,0.7749,0.37817
6_120384514_120387583,0.6194,0.39512
6_120387690_120388264,1.072,0.45174
6_120388088_120389426,0.7462000000000001,0.3682999999999999
6_120390669_120393489,0.4237999999999999,0.27831
6_120393074_120393114,0.9344,0.37432
6_120393212_120393487,0.6147,0.3345499999999999
6_120394242_120396629,0.4943999999999999,0.40902
6_120396930_120397548,0.7985,0.48118
6_120397560_120397870,1.0408,0.44959
6_120398413_120399222,0.6297999999999999,0.36248
6_120398415_120399220,0.7209,0.3827
6_120400049_120400424,0.6203,0.3901
6_120400487_120400863,0.5829,0.36821
6_120400501_120400865,0.5772999999999999,0.38889
6_120407415_120407537,0.8206,0.50111
6_120408399_120410848,0.9093,0.45388
6_120410725_120412993,0.4987,0.33754
6_120413469_120422991,0.7781,0.38985
6_120423349_120424240,1.0626,0.40651
6_120423837_120425251,0.9702,0.3651899999999999
6_120425210_120460710,0.4384,0.28338
6_120439775_120444700,0.3619999999999999,0.33134
6_120444709_120458809,0.4029999999999999,0.29628
6_120458813_120460053,0.403,0.3468
6_120460088_120460737,0.6443,0.34545
6_120460751_120477545,0.4306999999999999,0.28842
6_120466781_120466888,1.0413,0.43045
6_120478396_120484556,0.5599000000000001,0.3868
6_120479748_120484914,0.5599000000000001,0.3868
6_120484646_120485200,0.5498,0.39547
6_120485287_120485450,0.8272,0.39751
6_120485477_120491550,0.5369999999999999,0.3615
6_120492219_120495081,0.6435,0.41956
6_120495450_120497819,0.6140000000000001,0.4399699999999999
6_120498174_120504801,0.3887,0.3363
6_120505139_120505754,0.7206,0.45974
6_120505758_120507685,0.5115,0.29624
6_120514098_120514816,0.8637,0.41937
6_120514928_120516728,0.4226999999999999,0.28167
6_120516059_120518185,0.382,0.31425
6_120518066_120518175,0.6582,0.36868
6_120518273_120518531,0.6845,0.40219
6_120518648_120537550,0.3718,0.29202
6_120523299_120537550,0.3827,0.28923
6_120538180_120541009,0.4681,0.38177
6_120541037_120545292,0.4181999999999999,0.33038
6_120545374_120547771,0.5598,0.3973099999999999
6_120547838_120550063,0.3832,0.32597
6_120590647_120591388,1.0145,0.42895
6_120590647_120614893,0.4788,0.27327
6_120614925_120615150,0.7656000000000001,0.4341899999999999
6_120616570_120616942,0.6416,0.44397
6_120617299_120622858,0.4042,0.3503699999999999
6_120622911_120623007,0.9784,0.4586
6_120623831_120623894,0.5337,0.4043299999999999
6_120623838_120623894,0.4512,0.35126
6_120624945_120626973,0.4500999999999999,0.37789
6_120627434_120627530,0.5683999999999999,0.32421
6_120628353_120628416,0.6095999999999999,0.41739
6_120628360_120628416,1.0297,0.41703
6_120629497_120632074,0.4322999999999999,0.31338
6_120632551_120632647,0.8451000000000001,0.4642200000000001
6_120633471_120633534,0.9887,0.47175
6_120633478_120633534,0.9088,0.44453
6_120635764_120635827,1.1089,0.39907
6_120635860_120636257,0.6244,0.3801
6_120636331_120640656,0.4028,0.37825
6_120649951_120659699,0.4666999999999999,0.3797999999999999
6_120660098_120661709,0.4588,0.33491
6_120661717_120672435,0.389,0.28584
6_120670676_120670823,0.7011000000000001,0.39165
6_120672502_120672664,1.1993,0.38674
6_120672897_120693706,0.4788,0.27165
6_120674666_120674810,0.5158,0.38622
6_120689075_120693705,0.6338000000000001,0.39886
6_120694018_120695782,0.6495,0.3819499999999999
6_120695808_120696043,1.3136,0.3907299999999999
6_120696182_120700008,0.5057,0.32359
6_120696990_120699630,0.5929,0.35019
6_120700727_120701151,0.8455,0.42237
6_120701153_120701416,0.4726,0.30537
6_120702171_120702575,0.6146999999999999,0.39825
6_120702698_120702934,0.6062000000000001,0.3851599999999999
6_120702701_120702927,0.4868,0.36475
6_120706485_120706713,0.7613,0.405
6_120706492_120706710,0.7528,0.37949
6_120706904_120708593,0.5552,0.37132
6_120708699_120714557,0.3887,0.3307
6_120709934_120714556,0.3953,0.34219
6_120714869_120716632,0.7566,0.45655
6_120716658_120716892,1.0566,0.44461
6_120717031_120720856,0.6236999999999999,0.42434
6_120717838_120720478,0.7415,0.44603
6_120721575_120722000,0.9384,0.4902999999999999
6_120722002_120722265,1.1225,0.46345
6_120723022_120723427,0.5771000000000001,0.37163
6_120723551_120723787,0.8417,0.43815
6_120723554_120723780,0.8741,0.44187
6_120727392_120727628,0.5455,0.40423
6_120727399_120727625,0.6904,0.389
6_120727726_120744682,0.3953,0.30132
6_120741737_120742297,0.5391999999999999,0.38173
6_120743130_120743513,0.5677000000000001,0.3975999999999999
6_120745586_120745877,0.72,0.42039
6_120745651_120745877,0.8123,0.44479
6_120745985_120770898,0.3813,0.2908799999999999
6_120746010_120751930,0.4221999999999999,0.29476
6_120751936_120775640,0.3703999999999999,0.32237
6_120775654_120775776,0.5607,0.37379
6_120776085_120776336,0.7945,0.40238
6_120776875_120777055,0.6375,0.34486
6_120776879_120777045,0.6321,0.34021
6_120777679_120778024,0.7986,0.43123
6_120779421_120780793,0.9395,0.46985
6_120781627_120781724,1.155,0.45648
6_120782367_120784911,0.6675,0.44782
6_120784645_120784726,0.6903999999999999,0.42145
6_120784821_120784920,0.8056,0.45985
6_120785147_120805589,0.4019,0.3123599999999999
6_120785842_120798512,0.4095999999999999,0.27862
6_120798734_120801663,0.6426999999999999,0.45989
6_120803072_120803160,1.1701,0.44281
6_120805677_120815107,0.4093,0.33158
6_120807354_120814314,0.3941,0.36405
6_120814317_120826131,0.389,0.28584
6_120815566_120815627,0.8162,0.40126
6_120822718_120824006,0.3748,0.32613
6_120824572_120826131,0.3615,0.28982
6_120826159_120826306,0.7616999999999999,0.39609
6_120828527_120828757,0.8556,0.42555
6_120828527_120828762,0.8844,0.39749
6_120829185_120831022,0.4384,0.28338
6_120829199_120831001,0.4396,0.29022
6_120834258_120836694,0.5236999999999999,0.35645
6_120836740_120837080,0.3916,0.32696
6_120837455_120837562,0.94,0.4242999999999999
6_120838007_120838654,0.6235999999999999,0.43087
6_120838674_120839219,0.6706000000000001,0.42372
6_120848187_120870586,0.4817999999999999,0.34109
6_120869189_120870275,0.3616,0.244
6_120870308_120870744,0.4953,0.3715
6_120870745_120871873,0.3266,0.28785
6_120871924_120872170,0.493,0.34478
6_120872199_120872929,0.4034,0.30194
6_120873183_120873365,0.7297999999999999,0.35353
6_120873403_120873461,0.4828,0.2756699999999999
6_120873830_120873985,0.8394,0.41434
6_120873989_120874301,0.7472,0.36774
6_120874306_120875303,0.3555,0.30688
6_120875754_120875945,0.9294,0.40611
6_120877750_120918411,0.4786,0.27911
6_120881263_120882114,0.4759,0.30926
6_120884251_120900463,0.4912,0.2912
6_120911236_120917388,0.6009,0.36136
6_120918414_120943837,0.4229,0.28496
6_120919706_120960035,0.4229,0.28496
6_120944759_120953498,0.5750000000000001,0.38211
6_120954579_120965657,0.4019,0.30676
6_120965787_120967839,0.4676,0.31258
6_120967815_120983068,0.6560999999999999,0.3959499999999999
6_120976948_120982684,1.1900000000000002,0.45139
6_120983076_120984037,1.1475000000000002,0.44237
6_120984116_120984547,0.5358999999999999,0.37727
6_120984569_120984643,0.9899,0.44188
6_120984666_120987576,0.6066,0.37442
6_120987587_120995062,0.6718,0.42545
6_120995343_120997006,0.6477999999999999,0.36522
6_120995569_120997050,0.6136999999999999,0.34267
6_120997299_120997671,0.5346,0.35029
6_120998259_120998460,0.6037,0.36272
6_120998633_120999012,0.5589999999999999,0.36671
6_121001621_121003772,0.4578,0.34576
6_121003929_121004103,0.9302,0.4355
6_121004948_121005026,1.0945,0.38966
6_121006338_121006657,0.9772,0.47281
6_121006429_121006608,0.9337,0.43976
6_121013734_121013924,0.5690999999999999,0.37806
6_121014514_121015380,0.4176,0.3697
6_121016672_121018682,0.6956000000000001,0.3916
6_121016898_121023554,0.6336999999999999,0.37307
6_121027680_121042379,0.3839,0.32477
6_121042391_121042862,0.6132,0.40591
6_121042921_121043130,0.6124,0.40601
6_121042921_121048954,0.6586000000000001,0.4488999999999999
6_121045028_121057816,0.3827,0.34103
6_121059073_121063528,0.8163,0.4368599999999999
6_121065104_121066011,0.5216,0.33787
6_121067880_121068045,0.6112,0.34573
6_121068046_121068136,0.4734,0.3348799999999999
6_121070187_121070305,0.6505000000000001,0.38059
6_121070320_121070515,0.3783,0.29503
6_121071034_121071245,0.4952,0.37958
6_121071693_121075188,0.53,0.3868399999999999
6_121075320_121076543,1.0725,0.4528
6_121076545_121076773,0.6332,0.43104
6_121076900_121077202,0.7638,0.45441
6_121077378_121077728,0.5559000000000001,0.33827
6_121078931_121079378,0.6155,0.30286
6_121078970_121079181,0.7726,0.3765699999999999
6_121080498_121080552,0.8564,0.31426
6_121080596_121086249,0.4826999999999999,0.33751
6_121080620_121081046,0.3422,0.30749
6_121081059_121081187,1.0340000000000005,0.40723
6_121081189_121081447,0.6632,0.44693
6_121084745_121086237,0.6812,0.40668
6_121086283_121086602,0.4126,0.30725
6_121086305_121086609,0.3817,0.27579
6_121086828_121087108,1.3306,0.4118799999999999
6_121087220_121087740,1.0767000000000002,0.36411
6_121087956_121089988,1.0238,0.46805
6_121088716_121098244,0.4680999999999999,0.32846
6_121098124_121106637,0.3939,0.35072
6_121104593_121104746,0.6231,0.39502
6_121105599_121105660,1.0865,0.4359
6_121108363_121109138,0.7789,0.3674
6_121108364_121125364,0.3953,0.30132
6_121109320_121110361,0.5547,0.3547599999999999
6_121110398_121110718,0.4391,0.30369
6_121110759_121111630,0.4233999999999999,0.31598
6_121113806_121115528,0.5972999999999999,0.43203
6_121115695_121117270,0.6888000000000001,0.44365
6_121124864_121125364,0.5424,0.36933
6_121126239_121126607,0.4049,0.31384
6_121127142_121132024,0.4514999999999999,0.37624
6_121132433_121132618,0.8466,0.45163
6_121133481_121133984,0.8059,0.36715
6_121134256_121134511,0.8575000000000002,0.45736
6_121135146_121136130,0.5071,0.2791
6_121136744_121136874,0.4765999999999999,0.35825
6_121137579_121138710,0.4926999999999999,0.35255
6_121139495_121139633,0.9941,0.43671
6_121140316_121141760,0.7488999999999999,0.3949899999999999
6_121142001_121142676,0.5348999999999999,0.3482999999999999
6_121142001_121151423,0.3827,0.28518
6_121142708_121152152,0.3775,0.29386
6_121152403_121153600,0.9582,0.44018
6_121152796_121169866,0.5722999999999999,0.37975
6_121154100_121182845,0.4934,0.33458
6_121169936_121171363,0.5541999999999999,0.34565
6_121171374_121171777,0.7891,0.40448
6_121171968_121173629,0.4649,0.29449
6_121173643_121184054,0.4387999999999999,0.30806
6_121183374_121195730,0.4912,0.3143
6_121184056_121204782,0.3953,0.30132
6_121196390_121202451,0.3964,0.30256
6_121204836_121205730,0.9078,0.4884900000000001
6_121205732_121206936,1.0221,0.44884
6_121206950_121207199,0.8127000000000001,0.42922
6_121206950_121208216,0.5590999999999999,0.44136
6_121208302_121209034,0.5025,0.35829
6_121209397_121209727,1.0688,0.5034700000000001
6_121211959_121212070,0.8039999999999999,0.40932
6_121213296_121213374,0.6150999999999999,0.38447
6_121213403_121213525,0.7203,0.3593699999999999
6_121213403_121213534,0.5974999999999999,0.40629
6_121217289_121217348,0.8824,0.35585
6_121217534_121217697,0.7316,0.33
6_121219720_121220490,0.3909,0.30712
6_121220521_121220769,0.5456,0.3444899999999999
6_121222263_121223039,0.4036999999999999,0.34796
6_121223041_121237589,0.3964,0.30661
6_121223041_121238551,0.3939,0.3029699999999999
6_121238019_121238551,0.7411000000000001,0.43353
6_121238574_121238735,1.0936,0.40725
6_121239294_121240056,0.412,0.3266599999999999
6_121240160_121246153,0.4718,0.35866
6_121246156_121251843,0.452,0.32662
6_121251856_121264450,0.3813,0.28683
6_121263103_121281321,0.5066,0.30857
6_121270204_121274192,0.4705,0.29751
6_121274418_121278586,0.5567,0.41083
6_121279169_121281150,1.0185,0.47972
6_121281839_121284194,0.6405,0.4208699999999999
6_121284866_121291838,0.4296999999999999,0.32423
6_121285087_121295620,0.4253999999999999,0.31246
6_121295800_121296622,0.5352000000000001,0.3849599999999999
6_121300143_121303444,0.7582000000000001,0.39871
6_121303950_121307796,0.4107999999999999,0.30401
6_121311727_121324132,0.3827,0.34103
6_121324138_121324782,1.2668,0.45698
6_121325835_121326161,0.9519,0.43676
6_121326531_121334767,0.5406,0.34276
6_121326891_121327820,0.9869,0.4651099999999999
6_121327870_121330387,0.6372,0.42154
6_121330655_121330801,0.6678999999999999,0.31241
6_121331735_121331877,0.8298000000000001,0.40847
6_121332275_121332395,1.0657,0.44
6_121335018_121335587,0.9743,0.42499
6_121335933_121336054,0.7181,0.38263
6_121335933_121356163,0.4854,0.32384
6_121340147_121349309,0.7263000000000001,0.40295
6_121356166_121365230,0.5546,0.3841599999999999
6_121365195_121365230,0.7140000000000001,0.2681199999999999
6_121366572_121366711,0.99,0.43674
6_121366795_121366923,0.5829,0.34676
6_121366798_121366923,0.5879000000000001,0.34527
6_121367338_121367719,0.5848,0.36743
6_121367898_121368824,0.6485000000000001,0.37565
6_121367925_121368825,0.6209,0.39416
6_121369213_121369340,0.8154,0.34785
6_121371713_121371929,0.7498,0.44165
6_121371719_121371933,0.8107,0.43608
6_121372247_121373634,0.4760999999999999,0.3715
6_121375873_121382098,0.3718,0.34787
6_121382089_121390167,0.3939,0.32202
6_121382453_121400818,0.3941,0.33535
6_121399083_121418902,0.3827,0.34103
6_121402629_121406727,0.4029999999999999,0.29628
6_121414936_121419524,0.6517,0.4614499999999999
6_121419932_121420128,0.8449,0.37255
6_121422902_121423498,0.9201,0.44504
6_121423811_121432160,0.4723,0.28711
6_121434014_121434753,1.109,0.44665
6_121436080_121436264,0.7941,0.32834
6_121436103_121436236,1.1542,0.42326
6_121436354_121438414,0.7522000000000001,0.45249
6_121436401_121436818,1.2337,0.43043
6_121436976_121437674,0.6504000000000001,0.4389599999999999
6_121437752_121438397,0.4349,0.3285
6_121438434_121438512,1.0381,0.43708
6_121438720_121438899,0.4691,0.38305
6_121439051_121439169,1.229,0.39703
6_121439171_121439599,0.4003,0.31372
6_121439739_121439976,0.4887,0.3247299999999999
6_121440385_121440541,0.9021,0.3856599999999999
6_121440393_121440541,0.8965000000000001,0.39611
6_121441228_121441401,0.5245,0.33734
6_121441661_121442522,0.5262,0.36004
6_121442324_121442914,0.6118,0.41546
6_121442525_121443551,0.4892,0.39729
6_121444483_121445433,0.7693000000000001,0.44151
6_121445577_121446772,0.4047999999999999,0.35818
6_121446320_121447664,0.3622999999999999,0.33257
6_121447553_121448345,0.4505,0.37728
6_121449646_121449774,0.8378000000000001,0.36905
6_121449763_121450239,0.5741,0.382
6_121450559_121450625,1.0959,0.41481
6_121450679_121450715,1.1258,0.41647
6_121450705_121451003,0.6920999999999999,0.37854
6_121450864_121450916,0.6081,0.39294
6_121451316_121451681,0.5827999999999999,0.4200899999999999
6_121452177_121452642,0.3429999999999999,0.28472
6_121455620_121456130,0.6584,0.37515
6_121456705_121470044,0.3493999999999999,0.2921
6_121470611_121471149,0.3625,0.32169
6_121474571_121483707,0.4377,0.30408
6_121474756_121483704,0.4377,0.30332
6_121484630_121485991,0.5321,0.3336199999999999
6_121488921_121512893,0.3864,0.32386
6_121489451_121500796,0.3706,0.28518
6_121505300_121527296,0.3916,0.31518
6_121515135_121529576,0.3718,0.29607
6_121527807_121527945,1.0173,0.46184
6_121529041_121529204,0.6465,0.3962799999999999
6_121529732_121530005,0.6299,0.44248
6_121531704_121531849,0.8753000000000002,0.44769
6_121532431_121532667,0.5724999999999999,0.39354
6_121532669_121533051,0.5407,0.37282
6_121533206_121533568,0.7970999999999999,0.48516
6_121533723_121543515,0.4421,0.39617
6_121543524_121547643,0.389,0.28584
6_121552857_121561399,0.3827,0.28923
6_121561400_121573137,0.3706,0.28923
6_121573517_121573679,1.0405,0.4382399999999999
6_121574502_121574597,1.0891,0.45548
6_121574823_121575228,0.7954,0.36777
6_121575760_121575815,1.1536,0.4026
6_121576494_121577063,0.5438999999999999,0.3593099999999999
6_121577072_121577195,1.0063,0.38444
6_121577323_121577733,0.7716999999999999,0.38733
6_121580365_121581454,0.388,0.31847
6_121581726_121582216,1.0174,0.46098
6_121582781_121583172,0.9643,0.47444
6_121583244_121583558,0.9496,0.42555
6_121583854_121584135,0.8865000000000001,0.44404
6_121584252_121584377,0.8855,0.43356
6_121584253_121584655,1.0368,0.47233
6_121584415_121584655,1.0905,0.4412
6_121585704_121586390,0.7246999999999999,0.40186
6_121586459_121587553,0.8747,0.44315
6_121586460_121591034,0.5248999999999999,0.3627499999999999
6_121591064_121592425,0.5562,0.33097
6_121592571_121592652,0.7738999999999999,0.40876
6_121593273_121593331,1.2032,0.38513
6_121596152_121596496,0.7271000000000001,0.4705499999999999
6_121596155_121596725,0.5105999999999999,0.40556
6_121599253_121601784,0.5307,0.42288
6_121602429_121602635,0.5183000000000001,0.33527
6_121603087_121603222,1.0449000000000002,0.4257899999999999
6_121603668_121604307,0.7469999999999999,0.40097
6_121605265_121605397,0.8795,0.41628
6_121606004_121616132,0.4528999999999999,0.29251
6_121610819_121612433,0.364,0.29751
6_121612439_121617293,0.4533999999999999,0.3046
6_121616741_121633513,0.4163,0.3272699999999999
6_121617877_121620854,0.5547,0.40706
6_121622242_121643660,0.4517,0.31437
6_121643978_121644334,1.0911,0.44609
6_121644417_121644637,0.7555000000000001,0.39893
6_121644877_121645334,0.5824,0.42369
6_121645493_121645738,0.9598,0.40512
6_121646270_121646475,0.4894,0.40958
6_121649621_121662013,0.3813,0.31958
6_121650143_121655554,0.3718,0.32072
6_121657210_121658135,0.4143,0.37161
6_121658679_121660641,0.3811,0.3477
6_121662011_121668450,0.4931,0.27587
6_121668447_121678215,0.3787,0.35655
6_121673305_121673426,0.7373000000000001,0.44383
6_121675909_121676867,0.6762,0.43849
6_121676912_121682059,0.4717999999999999,0.38329
6_121682094_121683049,0.4838,0.35566
6_121682307_121683049,0.6721,0.38356
6_121683051_121683938,0.8493999999999999,0.4681
6_121683475_121683943,1.1381,0.44297
6_121683951_121684121,0.8771,0.44489
6_121685297_121685466,1.1106,0.41986
6_121685672_121686577,1.0971000000000002,0.45282
6_121686863_121687943,0.9369,0.41782
6_121687951_121689347,1.1546,0.44326
6_121689668_121690620,0.9434,0.37254
6_121690623_121696983,0.6951,0.39017
6_121697072_121708560,0.3718,0.29607
6_121697229_121707963,0.3718,0.29607
6_121708559_121727907,0.3825,0.29772
6_121708649_121712754,0.4852,0.4158199999999999
6_121724724_121731513,0.3951,0.33291
6_121729228_121741043,0.3902,0.32138
6_121746765_121748653,0.3434,0.30104
6_121748978_121749643,0.6277999999999999,0.40311
6_121750385_121761962,0.3718,0.29607
6_121750400_121750521,1.2036,0.46401
6_121762698_121762889,0.9402,0.37382
6_121762698_121762895,0.9402,0.37382
6_121762906_121763428,0.581,0.38579
6_121763012_121763454,0.5495,0.3832799999999999
6_121770166_121770423,0.4946,0.38331
6_121770169_121770423,0.4946,0.38331
6_121771835_121772123,0.7380000000000001,0.44162
6_121772118_121772281,0.7035,0.34754
6_121773191_121774479,0.4895,0.27196
6_121774488_121774922,0.5438999999999999,0.3442699999999999
6_121774488_121789704,0.3615,0.29387
6_121775435_121777030,0.3791,0.27863
6_121777506_121782026,0.4208,0.29641
6_121789952_121790015,1.068,0.37906
6_121790020_121790809,0.3138,0.28553
6_121790962_121791316,0.6038,0.40123
6_121790967_121791797,0.5611,0.35644
6_121792326_121792367,1.1486,0.38654
6_121792326_121792373,0.9875,0.37686
6_121793169_121793352,0.6709999999999999,0.38163
6_121793517_121793656,0.4136,0.27566
6_121795052_121795304,0.5459,0.36912
6_121795109_121795168,0.6854,0.38109
6_121795212_121795306,0.6013,0.40239
6_121796364_121797202,0.6285999999999999,0.37569
6_121797261_121797296,0.6023000000000001,0.3785799999999999
6_121797541_121797684,0.5819000000000001,0.32843
6_121800536_121809382,0.4716999999999999,0.32598
6_121802584_121802732,0.8452,0.42521
6_121809385_121809743,0.5523,0.30304
6_121812075_121812536,1.1159,0.49745
6_121812404_121818304,0.5215,0.35533
6_121818299_121819432,0.5987,0.40923
6_121825227_121825449,0.9548,0.44841
6_121825518_121825679,0.9775,0.4414399999999999
6_121826240_121843838,0.4319,0.3458299999999999
6_121839092_121842199,0.4261,0.3387800000000001
6_121843815_121844131,0.7518,0.43192
6_121844636_121847217,0.8601000000000001,0.47733
6_121847218_121848771,0.8027000000000001,0.49504
6_121847278_121847472,0.6615,0.36705
6_121847601_121847680,0.8314,0.39699
6_121849918_121857858,0.3775,0.29791
6_121858971_121861346,0.4019999999999999,0.31889
6_121861595_121861755,0.5328999999999999,0.36938
6_121861823_121863280,0.5033,0.40065
6_121865600_121866475,0.8228,0.47176
6_121865600_121876257,0.3939,0.29892
6_121870586_121899144,0.3887,0.33475
6_121876381_121876868,0.7839,0.434
6_121887030_121887145,0.6829999999999999,0.4026599999999999
6_121887586_121891418,0.4018,0.33436
6_121891479_121891589,1.0358,0.44193
6_121891964_121894604,0.797,0.4191399999999999
6_121894795_121899245,0.4355,0.32575
6_121899436_121907588,0.368,0.28199
6_121899782_121907588,0.368,0.28199
6_121908233_121909405,0.6329,0.31365
6_121908266_121909336,0.6186999999999999,0.28018
6_121909677_121910449,0.5035,0.36653
6_121910821_121911038,0.5996000000000001,0.391
6_121911350_121911868,0.5236999999999999,0.35038
6_121914816_121936530,0.3953,0.32442
6_121914823_121921314,0.5058,0.39897
6_121921782_121922350,0.3872,0.2970899999999999
6_121923709_121923841,0.8491,0.44192
6_121925139_121937635,0.4407999999999999,0.29251
6_121937977_121938898,0.6077,0.36855
6_121938380_121938638,0.3858,0.35714
6_121938670_121939041,0.4897999999999999,0.36879
6_121939054_121941311,0.4533999999999999,0.3564
6_121940680_121940958,0.4367999999999999,0.3459
6_121943348_121944706,0.5010999999999999,0.36022
6_121947333_121947392,1.0675,0.4027
6_121948363_121962120,0.4487,0.32826
6_121964114_121964255,0.9146,0.43651
6_121964422_121977655,0.3887,0.3076
6_121964952_121965079,0.5947999999999999,0.3334399999999999
6_121965926_121966363,0.7000000000000001,0.42966
6_121966452_121966618,0.7138,0.39751
6_121967425_121967598,0.899,0.47564
6_121967688_121967817,0.7362,0.39115
6_121969599_121969772,0.3918,0.30019
6_121970064_121970880,0.4684999999999999,0.34058
6_140931640_140931715,1.1797,0.4601
6_140933493_140945715,0.4208,0.32511
6_140946262_140947437,0.8784000000000001,0.3434899999999999
6_140950596_140950793,1.2267,0.42933
6_140951202_140951254,1.2541,0.38021
6_140951399_140951451,1.0031,0.35003
6_140953293_140953525,1.1374,0.42264
6_140954822_140955003,0.6600000000000001,0.38764
6_140955144_140955226,0.8744000000000001,0.28718
6_140955805_140956457,0.6643,0.44898
6_140955809_140956448,0.6609,0.4326399999999999
6_140957560_140986263,0.3692,0.28683
6_140957563_140959642,0.4355,0.34885
6_140960307_140966428,0.3971999999999999,0.32753
6_140967099_140968576,0.8607999999999999,0.41817
6_140989820_141014231,0.3718,0.34787
6_141015722_141019212,0.6164,0.38993
6_141021702_141021796,0.9772,0.42639
6_141021819_141022002,0.6256999999999999,0.4026
6_141021833_141021994,0.5282,0.33592
6_141023207_141023730,0.693,0.34886
6_141024513_141024814,1.0613,0.37009
6_141024926_141042294,0.4517,0.30877
6_141024926_141048401,0.3901,0.3331
6_141043785_141047285,0.6687000000000001,0.39996
6_141049787_141049881,1.0799,0.3845
6_141049904_141050088,0.8962000000000001,0.32003
6_141049918_141050080,0.9663,0.37428
6_141050906_141051825,0.4432,0.31587
6_141052607_141053000,0.3863999999999999,0.34687
6_141052898_141067205,0.4709,0.28415
6_141055151_141055740,0.4346,0.31284
6_141055997_141076987,0.4986,0.26913
6_141076993_141078206,1.1617,0.39552
6_141076993_141078965,1.2148,0.418
6_1410787_1419670,0.4163,0.29857
6_141079279_141085257,0.5364,0.34887
6_141084212_141084306,0.9055000000000002,0.43684
6_141085607_141086200,1.0999,0.42595
6_141087295_141087369,0.6314,0.3779
6_141087371_141096725,0.4303,0.30573
6_141098612_141106246,0.5035999999999999,0.36122
6_141106716_141111219,0.5122,0.3317
6_141108050_141115295,0.5521999999999999,0.37211
6_141115298_141115536,1.3237,0.42387
6_141116068_141116371,0.5058,0.36246
6_141119451_141120007,1.1666,0.42828
6_141119451_141138860,0.417,0.30344
6_141120009_141140550,0.4044,0.29135
6_141140596_141155849,0.4517,0.28567
6_141150095_141155849,0.4964999999999999,0.34572
6_141155950_141171206,0.4590999999999999,0.31389
6_141163795_141171206,0.3827,0.31793
6_141171603_141172257,0.7914,0.45221
6_141171654_141176269,0.3829999999999999,0.33446
6_141179590_141192663,0.4332,0.29206
6_141193292_141193811,0.7771,0.45461
6_141195013_141198920,0.5549,0.34451
6_141199931_141200241,1.1701,0.41365
6_141201366_141203281,0.4228,0.31761
6_141203371_141203635,0.6987000000000001,0.40081
6_141203645_141203731,0.8469,0.3888699999999999
6_141203664_141203727,0.6881,0.29401
6_141203818_141204037,0.8551,0.3944399999999999
6_141203842_141204054,0.913,0.39381
6_141204154_141204417,0.8196,0.42756
6_141204418_141204469,0.8929,0.44268
6_141204480_141204611,0.8516000000000001,0.36666
6_141204482_141204611,0.8764000000000001,0.38339
6_141205281_141205585,0.7496999999999999,0.39063
6_141207737_141251942,0.3916,0.28648
6_141217617_141251278,0.3916,0.31518
6_141251976_141252068,0.4885,0.3865099999999999
6_141252180_141253346,0.5582,0.38973
6_141253352_141254271,0.7179,0.39281
6_141254486_141255050,0.4105,0.3650599999999999
6_141255356_141255740,0.8431,0.3626199999999999
6_141255756_141256000,0.4722,0.35785
6_141260140_141260505,0.8638000000000001,0.42297
6_141261719_141262026,0.7666,0.40595
6_141262540_141273678,0.5408999999999999,0.3493
6_141264718_141273035,0.5408999999999999,0.3493
6_141273090_141273696,1.1005,0.4332399999999999
6_141274313_141302114,0.4407999999999999,0.29251
6_141274412_141276029,0.4018,0.33436
6_141278890_141278961,0.8406000000000001,0.30495
6_141281628_141284432,0.5864,0.34435
6_141291641_141292259,0.5005,0.40031
6_141292263_141302040,0.4266999999999999,0.33264
6_141302771_141305275,0.8035000000000001,0.44342
6_141305621_141309536,0.487,0.38649
6_141308088_141310515,0.4403999999999999,0.34319
6_141310399_141310527,1.0155,0.47406
6_141310530_141310695,0.5699000000000001,0.33247
6_141310884_141311463,1.1,0.42333
6_141311472_141327917,0.4806,0.28396
6_141312256_141312441,1.1511,0.4304999999999999
6_141312910_141322205,0.4433,0.30437
6_141326019_141326369,0.3868,0.29669
6_141327569_141327701,0.7516999999999999,0.41349
6_141334182_141348481,0.4026999999999999,0.31989
6_141334182_141365459,0.4786,0.30781
6_141349620_141374272,0.5294,0.34153
6_141369167_141373963,0.5096,0.30739
6_141374113_141374247,0.7777000000000001,0.3825699999999999
6_141375236_141375931,1.0695,0.44481
6_141376461_141378263,1.1285,0.39645
6_141378284_141378626,0.8103,0.4017
6_141380080_141380177,0.9376,0.3501599999999999
6_141380225_141387399,0.4914,0.33554
6_141380226_141380392,1.1227,0.4120499999999999
6_141381661_141382888,0.9779,0.47873
